,open,high,low,close,adjclose,volume,ticker
1972-07-14,0.864761233329773,0.8894686698913574,0.8622905015945435,0.8845272064208984,0.19961398839950562,1583500,PFE
1972-07-17,0.8845272064208984,0.8894686698913574,0.8622905015945435,0.8771149516105652,0.19794140756130219,819600,PFE
1972-07-18,0.8746442198753357,0.8746442198753357,0.842524528503418,0.8672319650650024,0.1957111358642578,1527900,PFE
1972-07-19,0.8672319650650024,0.8795856833457947,0.8598197102546692,0.8721734881401062,0.19682623445987701,2145100,PFE
1972-07-20,0.8721734881401062,0.8771149516105652,0.8573489785194397,0.8598197102546692,0.1940382868051529,1492500,PFE
1972-07-21,0.8598197102546692,0.864761233329773,0.8499367237091064,0.864761233329773,0.1951534003019333,956200,PFE
1972-07-24,0.864761233329773,0.864761233329773,0.8351122736930847,0.8449952602386475,0.19069281220436096,9733900,PFE
1972-07-25,0.847465991973877,0.8672319650650024,0.847465991973877,0.8598197102546692,0.1940382868051529,2696600,PFE
1972-07-26,0.8598197102546692,0.864761233329773,0.8548782467842102,0.8548782467842102,0.19292309880256653,1355900,PFE
1972-07-27,0.8548782467842102,0.8573489785194397,0.8499367237091064,0.8499367237091064,0.19180798530578613,1133300,PFE
1972-07-28,0.8524075150489807,0.8573489785194397,0.8524075150489807,0.8573489785194397,0.19348065555095673,1128200,PFE
1972-07-31,0.8573489785194397,0.8573489785194397,0.8499367237091064,0.8499367237091064,0.19180798530578613,2043900,PFE
1972-08-01,0.8499367237091064,0.8697026968002319,0.8499367237091064,0.8672319650650024,0.1957111358642578,1806100,PFE
1972-08-02,0.8697026968002319,0.882056474685669,0.8697026968002319,0.8795856833457947,0.19849902391433716,3020300,PFE
1972-08-03,0.8795856833457947,0.882056474685669,0.8622905015945435,0.8672319650650024,0.1957111358642578,1305300,PFE
1972-08-04,0.8672319650650024,0.8771149516105652,0.8598197102546692,0.8721734881401062,0.19682623445987701,2145100,PFE
1972-08-07,0.8721734881401062,0.8746442198753357,0.8622905015945435,0.8746442198753357,0.19738373160362244,1963000,PFE
1972-08-08,0.8746442198753357,0.8795856833457947,0.8697026968002319,0.8746442198753357,0.19738373160362244,2403100,PFE
1972-08-09,0.8746442198753357,0.8771149516105652,0.8697026968002319,0.8771149516105652,0.19794140756130219,2479000,PFE
1972-08-10,0.8771149516105652,0.8869979381561279,0.8721734881401062,0.8869979381561279,0.20017164945602417,1163600,PFE
1972-08-11,0.8869979381561279,0.9042931795120239,0.882056474685669,0.9042931795120239,0.2040747106075287,3162000,PFE
1972-08-14,0.9042931795120239,0.9092346429824829,0.8968809247016907,0.9042931795120239,0.2040747106075287,3313800,PFE
1972-08-15,0.9042931795120239,0.9042931795120239,0.8944101929664612,0.8993516564369202,0.20295961201190948,1254700,PFE
1972-08-16,0.8993516564369202,0.9042931795120239,0.8869979381561279,0.8944101929664612,0.20184436440467834,1532900,PFE
1972-08-17,0.8944101929664612,0.9067639112472534,0.8919394612312317,0.8968809247016907,0.20240209996700287,2726900,PFE
1972-08-18,0.8944101929664612,0.8944101929664612,0.8795856833457947,0.8795856833457947,0.19849902391433716,3050700,PFE
1972-08-21,0.8795856833457947,0.8845272064208984,0.8672319650650024,0.8795856833457947,0.19849902391433716,1295200,PFE
1972-08-22,0.8795856833457947,0.8894686698913574,0.8697026968002319,0.8746442198753357,0.19738373160362244,1431800,PFE
1972-08-23,0.8746442198753357,0.8845272064208984,0.8622905015945435,0.8697026968002319,0.19626864790916443,1654400,PFE
1972-08-24,0.8697026968002319,0.8721734881401062,0.8499367237091064,0.864761233329773,0.1951534003019333,2155200,PFE
1972-08-25,0.864761233329773,0.8697026968002319,0.8499367237091064,0.8548782467842102,0.19292309880256653,2823000,PFE
1972-08-28,0.8548782467842102,0.8622905015945435,0.847465991973877,0.8524075150489807,0.1923655867576599,1436800,PFE
1972-08-29,0.8524075150489807,0.8622905015945435,0.847465991973877,0.8573489785194397,0.1942005753517151,2140000,PFE
1972-08-30,0.8573489785194397,0.8573489785194397,0.847465991973877,0.8524075150489807,0.19308137893676758,2231100,PFE
1972-08-31,0.8524075150489807,0.8548782467842102,0.8400537371635437,0.8449952602386475,0.1914023607969284,2190600,PFE
1972-09-01,0.8449952602386475,0.847465991973877,0.8351122736930847,0.847465991973877,0.19196204841136932,4877100,PFE
1972-09-05,0.847465991973877,0.8499367237091064,0.842524528503418,0.8499367237091064,0.19252167642116547,991600,PFE
1972-09-06,0.847465991973877,0.847465991973877,0.8227585554122925,0.8277000188827515,0.1874847412109375,1917400,PFE
1972-09-07,0.8277000188827515,0.830170750617981,0.8005218505859375,0.802992582321167,0.18188831210136414,3076000,PFE
1972-09-08,0.802992582321167,0.8227585554122925,0.802992582321167,0.8153463006019592,0.18468645215034485,1780800,PFE
1972-09-11,0.8153463006019592,0.8178170323371887,0.8054633140563965,0.8104047775268555,0.18356716632843018,1391300,PFE
1972-09-12,0.8104047775268555,0.8178170323371887,0.7980510592460632,0.7980510592460632,0.18076887726783752,1492500,PFE
1972-09-13,0.7980510592460632,0.8104047775268555,0.7931095957756042,0.807934045791626,0.18300755321979523,4275000,PFE
1972-09-14,0.807934045791626,0.8178170323371887,0.7955803275108337,0.8005218505859375,0.18132860958576202,2069200,PFE
1972-09-15,0.802992582321167,0.8153463006019592,0.802992582321167,0.8128755688667297,0.18412679433822632,1158600,PFE
1972-09-18,0.8128755688667297,0.825229287147522,0.8054633140563965,0.8153463006019592,0.18468645215034485,728500,PFE
1972-09-19,0.8153463006019592,0.8326415419578552,0.8104047775268555,0.825229287147522,0.18692511320114136,849900,PFE
1972-09-20,0.825229287147522,0.8351122736930847,0.8153463006019592,0.8227585554122925,0.18636547029018402,1158600,PFE
1972-09-21,0.8227585554122925,0.8326415419578552,0.8202877640724182,0.825229287147522,0.18692511320114136,1340700,PFE
1972-09-22,0.825229287147522,0.830170750617981,0.8153463006019592,0.8178170323371887,0.18524610996246338,1290100,PFE
1972-09-25,0.8178170323371887,0.8178170323371887,0.8005218505859375,0.8104047775268555,0.18356716632843018,6799600,PFE
1972-09-26,0.8104047775268555,0.825229287147522,0.8054633140563965,0.825229287147522,0.18692511320114136,2018600,PFE
1972-09-27,0.830170750617981,0.8449952602386475,0.830170750617981,0.8449952602386475,0.1914023607969284,2038900,PFE
1972-09-28,0.8449952602386475,0.8499367237091064,0.8326415419578552,0.8499367237091064,0.19252167642116547,5752300,PFE
1972-09-29,0.8499367237091064,0.8499367237091064,0.8400537371635437,0.847465991973877,0.19196204841136932,2276600,PFE
1972-10-02,0.842524528503418,0.842524528503418,0.8351122736930847,0.8351122736930847,0.18916389346122742,2590300,PFE
1972-10-03,0.8326415419578552,0.8326415419578552,0.8178170323371887,0.8178170323371887,0.18524610996246338,784200,PFE
1972-10-04,0.8178170323371887,0.8326415419578552,0.8128755688667297,0.8178170323371887,0.18524610996246338,1922500,PFE
1972-10-05,0.8054633140563965,0.8054633140563965,0.7832266092300415,0.7881680727005005,0.1785302609205246,8261700,PFE
1972-10-06,0.7881680727005005,0.8054633140563965,0.785697340965271,0.802992582321167,0.18188831210136414,2403100,PFE
1972-10-09,0.802992582321167,0.8054633140563965,0.7980510592460632,0.7980510592460632,0.18076887726783752,986500,PFE
1972-10-10,0.7980510592460632,0.8153463006019592,0.7955803275108337,0.8054633140563965,0.18244792520999908,1411500,PFE
1972-10-11,0.8054633140563965,0.8128755688667297,0.7931095957756042,0.802992582321167,0.18188831210136414,2049000,PFE
1972-10-12,0.802992582321167,0.802992582321167,0.7906388640403748,0.7955803275108337,0.180209219455719,3232800,PFE
1972-10-13,0.7955803275108337,0.7955803275108337,0.7832266092300415,0.785697340965271,0.17797063291072845,3020300,PFE
1972-10-16,0.785697340965271,0.7931095957756042,0.7782850861549377,0.780755877494812,0.17685122787952423,1826400,PFE
1972-10-17,0.780755877494812,0.7881680727005005,0.780755877494812,0.7881680727005005,0.1785302609205246,2838200,PFE
1972-10-18,0.7881680727005005,0.8005218505859375,0.7708728909492493,0.7782850861549377,0.17629165947437286,4077700,PFE
1972-10-19,0.7782850861549377,0.785697340965271,0.7733436226844788,0.785697340965271,0.17797063291072845,1588600,PFE
1972-10-20,0.785697340965271,0.807934045791626,0.7782850861549377,0.8054633140563965,0.18244792520999908,1239500,PFE
1972-10-23,0.8104047775268555,0.825229287147522,0.8104047775268555,0.8227585554122925,0.18636547029018402,1269900,PFE
1972-10-24,0.8227585554122925,0.8277000188827515,0.8178170323371887,0.825229287147522,0.18692511320114136,3526300,PFE
1972-10-25,0.8202877640724182,0.8202877640724182,0.8054633140563965,0.8128755688667297,0.18412679433822632,1153500,PFE
1972-10-26,0.8128755688667297,0.8227585554122925,0.8054633140563965,0.8104047775268555,0.18356716632843018,1436800,PFE
1972-10-27,0.8104047775268555,0.8153463006019592,0.8005218505859375,0.8128755688667297,0.18412679433822632,1325500,PFE
1972-10-30,0.8128755688667297,0.8128755688667297,0.8005218505859375,0.8005218505859375,0.18132860958576202,880300,PFE
1972-10-31,0.8054633140563965,0.8178170323371887,0.8054633140563965,0.8104047775268555,0.18356716632843018,3602200,PFE
1972-11-01,0.8104047775268555,0.825229287147522,0.807934045791626,0.8202877640724182,0.1858057826757431,3187300,PFE
1972-11-02,0.8202877640724182,0.8499367237091064,0.8202877640724182,0.8499367237091064,0.19252167642116547,3900600,PFE
1972-11-03,0.8499367237091064,0.8894686698913574,0.847465991973877,0.8894686698913574,0.20147626101970673,2590300,PFE
1972-11-06,0.8894686698913574,0.8894686698913574,0.8697026968002319,0.8721734881401062,0.19755862653255463,2696600,PFE
1972-11-08,0.8721734881401062,0.882056474685669,0.8672319650650024,0.8746442198753357,0.1981181800365448,3531300,PFE
1972-11-09,0.8746442198753357,0.8795856833457947,0.8622905015945435,0.8721734881401062,0.19755862653255463,895500,PFE
1972-11-10,0.8721734881401062,0.8721734881401062,0.842524528503418,0.8499367237091064,0.19252167642116547,5236300,PFE
1972-11-13,0.8499367237091064,0.864761233329773,0.8449952602386475,0.8524075150489807,0.19308137893676758,890400,PFE
1972-11-14,0.8524075150489807,0.8622905015945435,0.8375830054283142,0.8499367237091064,0.19252167642116547,1360900,PFE
1972-11-15,0.8499367237091064,0.8548782467842102,0.8499367237091064,0.8499367237091064,0.19252167642116547,5119900,PFE
1972-11-16,0.8499367237091064,0.8524075150489807,0.842524528503418,0.8499367237091064,0.19252167642116547,3010200,PFE
1972-11-17,0.8499367237091064,0.8598197102546692,0.847465991973877,0.8499367237091064,0.19252167642116547,4927700,PFE
1972-11-20,0.8499367237091064,0.8548782467842102,0.847465991973877,0.8499367237091064,0.19252167642116547,1391300,PFE
1972-11-21,0.8499367237091064,0.8499367237091064,0.830170750617981,0.8326415419578552,0.18860410153865814,1791000,PFE
1972-11-22,0.8326415419578552,0.8548782467842102,0.8277000188827515,0.8449952602386475,0.1914023607969284,3364400,PFE
1972-11-24,0.847465991973877,0.8598197102546692,0.847465991973877,0.8524075150489807,0.19308137893676758,1426700,PFE
1972-11-27,0.8524075150489807,0.8622905015945435,0.8524075150489807,0.8598197102546692,0.19476032257080078,1178800,PFE
1972-11-28,0.8598197102546692,0.864761233329773,0.8499367237091064,0.8573489785194397,0.1951448619365692,1517800,PFE
1972-11-29,0.8573489785194397,0.8622905015945435,0.8499367237091064,0.8573489785194397,0.1951448619365692,1608800,PFE
1972-11-30,0.8598197102546692,0.8721734881401062,0.8598197102546692,0.864761233329773,0.1968318670988083,1735300,PFE
1972-12-01,0.864761233329773,0.8771149516105652,0.8622905015945435,0.8697026968002319,0.19795669615268707,1811200,PFE
1972-12-04,0.8721734881401062,0.8795856833457947,0.8721734881401062,0.8795856833457947,0.20020632445812225,1952900,PFE
1972-12-05,0.8795856833457947,0.8894686698913574,0.8746442198753357,0.8795856833457947,0.20020632445812225,2595400,PFE
1972-12-06,0.8795856833457947,0.8795856833457947,0.8721734881401062,0.8795856833457947,0.20020632445812225,784200,PFE
1972-12-07,0.8795856833457947,0.8869979381561279,0.8746442198753357,0.8795856833457947,0.20020632445812225,1679700,PFE
1972-12-08,0.8795856833457947,0.8894686698913574,0.8795856833457947,0.8894686698913574,0.2024557888507843,3248000,PFE
1972-12-11,0.8894686698913574,0.8968809247016907,0.882056474685669,0.8919394612312317,0.20301814377307892,2064200,PFE
1972-12-12,0.8919394612312317,0.8944101929664612,0.8795856833457947,0.8795856833457947,0.20020632445812225,2499200,PFE
1972-12-13,0.8795856833457947,0.8795856833457947,0.8697026968002319,0.8721734881401062,0.19851906597614288,3440300,PFE
1972-12-14,0.8721734881401062,0.8771149516105652,0.8697026968002319,0.8697026968002319,0.19795669615268707,1578500,PFE
1972-12-15,0.8697026968002319,0.8697026968002319,0.8400537371635437,0.8449952602386475,0.1923329383134842,8226300,PFE
1972-12-18,0.8449952602386475,0.847465991973877,0.8400537371635437,0.842524528503418,0.19177047908306122,1123100,PFE
1972-12-19,0.842524528503418,0.8548782467842102,0.8351122736930847,0.8524075150489807,0.1940201222896576,2175500,PFE
1972-12-20,0.8524075150489807,0.8672319650650024,0.847465991973877,0.8499367237091064,0.19345766305923462,1801100,PFE
1972-12-21,0.8499367237091064,0.8598197102546692,0.842524528503418,0.8499367237091064,0.19345766305923462,1062400,PFE
1972-12-22,0.8499367237091064,0.8548782467842102,0.842524528503418,0.8548782467842102,0.19458241760730743,743700,PFE
1972-12-26,0.8548782467842102,0.8622905015945435,0.8499367237091064,0.8499367237091064,0.19345766305923462,526200,PFE
1972-12-27,0.8499367237091064,0.8598197102546692,0.847465991973877,0.847465991973877,0.19289527833461761,1441900,PFE
1972-12-29,0.847465991973877,0.8598197102546692,0.847465991973877,0.847465991973877,0.19289527833461761,1386200,PFE
1973-01-02,0.8524075150489807,0.8672319650650024,0.8524075150489807,0.8622905015945435,0.19626949727535248,1325500,PFE
1973-01-03,0.8622905015945435,0.8697026968002319,0.8573489785194397,0.864761233329773,0.1968318670988083,1603800,PFE
1973-01-04,0.864761233329773,0.8746442198753357,0.8573489785194397,0.8746442198753357,0.19908148050308228,2322200,PFE
1973-01-05,0.8746442198753357,0.8869979381561279,0.8672319650650024,0.8795856833457947,0.20020632445812225,2570100,PFE
1973-01-08,0.8697026968002319,0.8697026968002319,0.8573489785194397,0.8598197102546692,0.1957070380449295,1937700,PFE
1973-01-09,0.8598197102546692,0.8672319650650024,0.8548782467842102,0.8598197102546692,0.1957070380449295,1350800,PFE
1973-01-10,0.8598197102546692,0.8771149516105652,0.8598197102546692,0.8697026968002319,0.19795669615268707,2119800,PFE
1973-01-11,0.8697026968002319,0.8845272064208984,0.8697026968002319,0.882056474685669,0.20076875388622284,2661100,PFE
1973-01-12,0.882056474685669,0.8845272064208984,0.8598197102546692,0.8672319650650024,0.19739437103271484,2944500,PFE
1973-01-15,0.8672319650650024,0.8795856833457947,0.8622905015945435,0.8697026968002319,0.19795669615268707,2033800,PFE
1973-01-16,0.8697026968002319,0.8697026968002319,0.8598197102546692,0.8672319650650024,0.19739437103271484,1153500,PFE
1973-01-17,0.8672319650650024,0.8672319650650024,0.8598197102546692,0.8672319650650024,0.19739437103271484,1912400,PFE
1973-01-18,0.8672319650650024,0.8771149516105652,0.8622905015945435,0.8672319650650024,0.19739437103271484,1168700,PFE
1973-01-19,0.8672319650650024,0.8697026968002319,0.8548782467842102,0.864761233329773,0.1968318670988083,2231100,PFE
1973-01-22,0.864761233329773,0.8721734881401062,0.8573489785194397,0.8573489785194397,0.1951448619365692,2038900,PFE
1973-01-23,0.8524075150489807,0.8524075150489807,0.8400537371635437,0.8499367237091064,0.19345766305923462,2747100,PFE
1973-01-24,0.8499367237091064,0.8573489785194397,0.8400537371635437,0.842524528503418,0.19177047908306122,2231100,PFE
1973-01-26,0.842524528503418,0.842524528503418,0.7955803275108337,0.8128755688667297,0.18502192199230194,3506000,PFE
1973-01-29,0.8128755688667297,0.8227585554122925,0.8128755688667297,0.8128755688667297,0.18502192199230194,2018600,PFE
1973-01-30,0.8128755688667297,0.825229287147522,0.8128755688667297,0.8153463006019592,0.1855844259262085,2473900,PFE
1973-01-31,0.8153463006019592,0.8277000188827515,0.8128755688667297,0.8277000188827515,0.18839626014232635,1219300,PFE
1973-02-01,0.8277000188827515,0.8400537371635437,0.825229287147522,0.825229287147522,0.1878339648246765,3030500,PFE
1973-02-02,0.825229287147522,0.8277000188827515,0.8202877640724182,0.8202877640724182,0.18670910596847534,1042200,PFE
1973-02-05,0.8202877640724182,0.8277000188827515,0.8153463006019592,0.8153463006019592,0.1855844259262085,1507600,PFE
1973-02-06,0.8153463006019592,0.8227585554122925,0.802992582321167,0.8153463006019592,0.1855844259262085,2620700,PFE
1973-02-07,0.8153463006019592,0.8153463006019592,0.7906388640403748,0.7980510592460632,0.18164777755737305,2605500,PFE
1973-02-08,0.7980510592460632,0.8178170323371887,0.7955803275108337,0.8104047775268555,0.1844595968723297,1472200,PFE
1973-02-09,0.8104047775268555,0.825229287147522,0.8104047775268555,0.8227585554122925,0.18727150559425354,1735300,PFE
1973-02-12,0.8227585554122925,0.8351122736930847,0.8227585554122925,0.8277000188827515,0.18839626014232635,3242900,PFE
1973-02-13,0.8375830054283142,0.8697026968002319,0.8375830054283142,0.8449952602386475,0.1923329383134842,4032200,PFE
1973-02-14,0.8449952602386475,0.8499367237091064,0.8326415419578552,0.8326415419578552,0.18952107429504395,1998400,PFE
1973-02-15,0.8326415419578552,0.847465991973877,0.825229287147522,0.842524528503418,0.19177047908306122,2236200,PFE
1973-02-16,0.842524528503418,0.8499367237091064,0.8351122736930847,0.842524528503418,0.19177047908306122,2322200,PFE
1973-02-20,0.8449952602386475,0.8524075150489807,0.8449952602386475,0.847465991973877,0.19289527833461761,1027000,PFE
1973-02-21,0.847465991973877,0.8598197102546692,0.847465991973877,0.8548782467842102,0.19458241760730743,1568400,PFE
1973-02-22,0.8548782467842102,0.8598197102546692,0.8499367237091064,0.8598197102546692,0.1957070380449295,1705000,PFE
1973-02-23,0.8598197102546692,0.864761233329773,0.8449952602386475,0.8499367237091064,0.19345766305923462,2028700,PFE
1973-02-26,0.8499367237091064,0.8499367237091064,0.8400537371635437,0.8449952602386475,0.1923329383134842,2190600,PFE
1973-02-27,0.8449952602386475,0.8573489785194397,0.8400537371635437,0.8499367237091064,0.19345766305923462,1674600,PFE
1973-02-28,0.8499367237091064,0.8499367237091064,0.825229287147522,0.8375830054283142,0.19135718047618866,4189000,PFE
1973-03-01,0.8375830054283142,0.847465991973877,0.8326415419578552,0.8375830054283142,0.19135718047618866,1563300,PFE
1973-03-02,0.8375830054283142,0.842524528503418,0.8277000188827515,0.8351122736930847,0.19079285860061646,2049000,PFE
1973-03-05,0.8351122736930847,0.842524528503418,0.8202877640724182,0.8326415419578552,0.19022835791110992,2878700,PFE
1973-03-06,0.8326415419578552,0.8400537371635437,0.830170750617981,0.8351122736930847,0.19079285860061646,3116500,PFE
1973-03-07,0.8351122736930847,0.8524075150489807,0.8351122736930847,0.8524075150489807,0.19474416971206665,3708400,PFE
1973-03-08,0.8548782467842102,0.864761233329773,0.8548782467842102,0.8622905015945435,0.1970018893480301,4421700,PFE
1973-03-09,0.8622905015945435,0.8672319650650024,0.8573489785194397,0.8672319650650024,0.1981310248374939,3860200,PFE
1973-03-12,0.864761233329773,0.864761233329773,0.8499367237091064,0.8573489785194397,0.19587311148643494,1239500,PFE
1973-03-13,0.8573489785194397,0.8622905015945435,0.8449952602386475,0.8548782467842102,0.19530858099460602,3030500,PFE
1973-03-14,0.8548782467842102,0.8598197102546692,0.8499367237091064,0.8524075150489807,0.19474416971206665,2600400,PFE
1973-03-15,0.8524075150489807,0.8524075150489807,0.8400537371635437,0.8449952602386475,0.19305071234703064,849900,PFE
1973-03-16,0.8449952602386475,0.8573489785194397,0.8375830054283142,0.8524075150489807,0.19474416971206665,2210900,PFE
1973-03-19,0.8524075150489807,0.8524075150489807,0.842524528503418,0.8449952602386475,0.19305071234703064,971400,PFE
1973-03-20,0.8449952602386475,0.8548782467842102,0.842524528503418,0.8449952602386475,0.19305071234703064,1421600,PFE
1973-03-21,0.8449952602386475,0.8499367237091064,0.825229287147522,0.825229287147522,0.18853487074375153,4103000,PFE
1973-03-22,0.8202877640724182,0.8202877640724182,0.785697340965271,0.7881680727005005,0.1800677329301834,4725300,PFE
1973-03-23,0.7881680727005005,0.7906388640403748,0.7609899044036865,0.780755877494812,0.17837433516979218,4184000,PFE
1973-03-26,0.7832266092300415,0.8054633140563965,0.7832266092300415,0.7931095957756042,0.18119676411151886,2868600,PFE
1973-03-27,0.7980510592460632,0.8375830054283142,0.7980510592460632,0.8351122736930847,0.19079285860061646,2580200,PFE
1973-03-28,0.8351122736930847,0.847465991973877,0.8227585554122925,0.8375830054283142,0.19135718047618866,1629100,PFE
1973-03-29,0.8375830054283142,0.842524528503418,0.830170750617981,0.8326415419578552,0.19022835791110992,1158600,PFE
1973-03-30,0.8326415419578552,0.8351122736930847,0.8104047775268555,0.8153463006019592,0.18627692759037018,1360900,PFE
1973-04-02,0.8153463006019592,0.8227585554122925,0.7955803275108337,0.7955803275108337,0.18176111578941345,591900,PFE
1973-04-03,0.7955803275108337,0.7980510592460632,0.7708728909492493,0.7931095957756042,0.18119676411151886,3202500,PFE
1973-04-04,0.7931095957756042,0.8005218505859375,0.7906388640403748,0.7980510592460632,0.18232563138008118,1118100,PFE
1973-04-05,0.7955803275108337,0.7955803275108337,0.7733436226844788,0.7758143544197083,0.1772453784942627,1942700,PFE
1973-04-06,0.7758143544197083,0.7931095957756042,0.7708728909492493,0.7881680727005005,0.1800677329301834,2261500,PFE
1973-04-09,0.7881680727005005,0.8005218505859375,0.780755877494812,0.7931095957756042,0.18119676411151886,2954600,PFE
1973-04-10,0.7931095957756042,0.8128755688667297,0.7906388640403748,0.8104047775268555,0.18514800071716309,4330700,PFE
1973-04-11,0.8104047775268555,0.825229287147522,0.8005218505859375,0.807934045791626,0.18458348512649536,3759000,PFE
1973-04-12,0.807934045791626,0.8153463006019592,0.802992582321167,0.807934045791626,0.18458348512649536,1219300,PFE
1973-04-13,0.807934045791626,0.8104047775268555,0.7955803275108337,0.807934045791626,0.18458348512649536,1108000,PFE
1973-04-16,0.807934045791626,0.8202877640724182,0.807934045791626,0.807934045791626,0.18458348512649536,1897200,PFE
1973-04-17,0.807934045791626,0.8128755688667297,0.8005218505859375,0.8005218505859375,0.1828901469707489,1371000,PFE
1973-04-18,0.8005218505859375,0.807934045791626,0.7980510592460632,0.8054633140563965,0.18401893973350525,1441900,PFE
1973-04-19,0.8054633140563965,0.8178170323371887,0.802992582321167,0.8054633140563965,0.18401893973350525,3364400,PFE
1973-04-23,0.8054633140563965,0.8104047775268555,0.7955803275108337,0.807934045791626,0.18458348512649536,2069200,PFE
1973-04-24,0.802992582321167,0.802992582321167,0.7931095957756042,0.7955803275108337,0.18176111578941345,3870300,PFE
1973-04-25,0.7955803275108337,0.7955803275108337,0.785697340965271,0.7881680727005005,0.1800677329301834,1087700,PFE
1973-04-26,0.7782850861549377,0.7782850861549377,0.7659313678741455,0.7733436226844788,0.17668095231056213,2696600,PFE
1973-04-27,0.7733436226844788,0.780755877494812,0.768402099609375,0.7782850861549377,0.17780986428260803,1725200,PFE
1973-04-30,0.7782850861549377,0.7832266092300415,0.7659313678741455,0.780755877494812,0.17837433516979218,1148400,PFE
1973-05-01,0.780755877494812,0.785697340965271,0.7733436226844788,0.780755877494812,0.17837433516979218,1416600,PFE
1973-05-02,0.780755877494812,0.7906388640403748,0.7782850861549377,0.780755877494812,0.17837433516979218,2352500,PFE
1973-05-03,0.7782850861549377,0.8054633140563965,0.7782850861549377,0.7980510592460632,0.18232563138008118,1907300,PFE
1973-05-04,0.7980510592460632,0.8153463006019592,0.7980510592460632,0.8054633140563965,0.18401893973350525,2544800,PFE
1973-05-07,0.8054633140563965,0.8054633140563965,0.7980510592460632,0.8054633140563965,0.18401893973350525,1639200,PFE
1973-05-08,0.8054633140563965,0.8054633140563965,0.7980510592460632,0.8054633140563965,0.18401893973350525,1113000,PFE
1973-05-09,0.8054633140563965,0.8153463006019592,0.8054633140563965,0.8054633140563965,0.18401893973350525,2716800,PFE
